county,office,district,candidate,party,votes
Adair,U.S. House,1, James Comer Jr.,REP,5624.0
Allen,U.S. House,1, James Comer Jr.,REP,4943.0
Ballard,U.S. House,1, James Comer Jr.,REP,2414.0
Caldwell,U.S. House,1, James Comer Jr.,REP,3476.0
Calloway,U.S. House,1, James Comer Jr.,REP,7818.0
Carlisle,U.S. House,1, James Comer Jr.,REP,1703.0
Casey,U.S. House,1, James Comer Jr.,REP,4141.0
Christian,U.S. House,1, James Comer Jr.,REP,10261.0
Clinton,U.S. House,1, James Comer Jr.,REP,3311.0
Crittenden,U.S. House,1, James Comer Jr.,REP,2548.0
Cumberland,U.S. House,1, James Comer Jr.,REP,2364.0
Fulton,U.S. House,1, James Comer Jr.,REP,1193.0
Graves,U.S. House,1, James Comer Jr.,REP,9683.0
Henderson,U.S. House,1, James Comer Jr.,REP,8746.0
Hickman,U.S. House,1, James Comer Jr.,REP,1235.0
Hopkins,U.S. House,1, James Comer Jr.,REP,11034.0
Livingston,U.S. House,1, James Comer Jr.,REP,2687.0
Logan,U.S. House,1, James Comer Jr.,REP,5753.0
Lyon,U.S. House,1, James Comer Jr.,REP,2283.0
Marion,U.S. House,1, James Comer Jr.,REP,3327.0
Marshall,U.S. House,1, James Comer Jr.,REP,9780.0
McCracken,U.S. House,1, James Comer Jr.,REP,15638.0
McLean,U.S. House,1, James Comer Jr.,REP,2663.0
Metcalfe,U.S. House,1, James Comer Jr.,REP,3300.0
Monroe,U.S. House,1, James Comer Jr.,REP,3843.0
Muhlenberg,U.S. House,1, James Comer Jr.,REP,6249.0
Ohio,U.S. House,1, James Comer Jr.,REP,5889.0
Russell,U.S. House,1, James Comer Jr.,REP,6013.0
Simpson,U.S. House,1, James Comer Jr.,REP,3904.0
Taylor,U.S. House,1, James Comer Jr.,REP,7062.0
Todd,U.S. House,1, James Comer Jr.,REP,2640.0
Trigg,U.S. House,1, James Comer Jr.,REP,3910.0
Union,U.S. House,1, James Comer Jr.,REP,3570.0
Washington,U.S. House,1, James Comer Jr.,REP,128.0
Webster,U.S. House,1, James Comer Jr.,REP,3034.0
Total Votes,U.S. House,1, James Comer Jr.,REP,172167.0
Adair,U.S. House,1,Paul Walker,DEM,1273.0
Allen,U.S. House,1,Paul Walker,DEM,1295.0
Ballard,U.S. House,1,Paul Walker,DEM,1027.0
Caldwell,U.S. House,1,Paul Walker,DEM,1474.0
Calloway,U.S. House,1,Paul Walker,DEM,4809.0
Carlisle,U.S. House,1,Paul Walker,DEM,603.0
Casey,U.S. House,1,Paul Walker,DEM,630.0
Christian,U.S. House,1,Paul Walker,DEM,6622.0
Clinton,U.S. House,1,Paul Walker,DEM,516.0
Crittenden,U.S. House,1,Paul Walker,DEM,808.0
Cumberland,U.S. House,1,Paul Walker,DEM,422.0
Fulton,U.S. House,1,Paul Walker,DEM,696.0
Graves,U.S. House,1,Paul Walker,DEM,3701.0
Henderson,U.S. House,1,Paul Walker,DEM,6247.0
Hickman,U.S. House,1,Paul Walker,DEM,521.0
Hopkins,U.S. House,1,Paul Walker,DEM,5055.0
Livingston,U.S. House,1,Paul Walker,DEM,1136.0
Logan,U.S. House,1,Paul Walker,DEM,2893.0
Lyon,U.S. House,1,Paul Walker,DEM,1169.0
Marion,U.S. House,1,Paul Walker,DEM,2750.0
Marshall,U.S. House,1,Paul Walker,DEM,4576.0
McCracken,U.S. House,1,Paul Walker,DEM,8701.0
McLean,U.S. House,1,Paul Walker,DEM,1266.0
Metcalfe,U.S. House,1,Paul Walker,DEM,1017.0
Monroe,U.S. House,1,Paul Walker,DEM,386.0
Muhlenberg,U.S. House,1,Paul Walker,DEM,4739.0
Ohio,U.S. House,1,Paul Walker,DEM,2071.0
Russell,U.S. House,1,Paul Walker,DEM,1118.0
Simpson,U.S. House,1,Paul Walker,DEM,2332.0
Taylor,U.S. House,1,Paul Walker,DEM,2456.0
Todd,U.S. House,1,Paul Walker,DEM,1280.0
Trigg,U.S. House,1,Paul Walker,DEM,1866.0
Union,U.S. House,1,Paul Walker,DEM,1964.0
Washington,U.S. House,1,Paul Walker,DEM,69.0
Webster,U.S. House,1,Paul Walker,DEM,1361.0
Total Votes,U.S. House,1,Paul Walker,DEM,78849.0
Barren,U.S. House,2, Brett Guthrie,REP,10812.0
Boyle,U.S. House,2, Brett Guthrie,REP,6479.0
Breckinridge,U.S. House,2, Brett Guthrie,REP,5573.0
Bullitt,U.S. House,2, Brett Guthrie,REP,18205.0
Butler,U.S. House,2, Brett Guthrie,REP,3839.0
Daviess,U.S. House,2, Brett Guthrie,REP,21709.0
Edmonson,U.S. House,2, Brett Guthrie,REP,3429.0
Garrard,U.S. House,2, Brett Guthrie,REP,4416.0
Grayson,U.S. House,2, Brett Guthrie,REP,6439.0
Green,U.S. House,2, Brett Guthrie,REP,3462.0
Hancock,U.S. House,2, Brett Guthrie,REP,2240.0
Hardin,U.S. House,2, Brett Guthrie,REP,20258.0
Hart,U.S. House,2, Brett Guthrie,REP,4444.0
Jessamine,U.S. House,2, Brett Guthrie,REP,4323.0
Larue,U.S. House,2, Brett Guthrie,REP,3511.0
Meade,U.S. House,2, Brett Guthrie,REP,6589.0
Mercer,U.S. House,2, Brett Guthrie,REP,6090.0
Nelson,U.S. House,2, Brett Guthrie,REP,10150.0
Spencer,U.S. House,2, Brett Guthrie,REP,1627.0
Warren,U.S. House,2, Brett Guthrie,REP,25029.0
Washington,U.S. House,2, Brett Guthrie,REP,3076.0
Total Votes,U.S. House,2, Brett Guthrie,REP,171700.0
Barren,U.S. House,2,Hank Linderman,DEM,3744.0
Boyle,U.S. House,2,Hank Linderman,DEM,3828.0
Breckinridge,U.S. House,2,Hank Linderman,DEM,1945.0
Bullitt,U.S. House,2,Hank Linderman,DEM,7810.0
Butler,U.S. House,2,Hank Linderman,DEM,749.0
Daviess,U.S. House,2,Hank Linderman,DEM,12611.0
Edmonson,U.S. House,2,Hank Linderman,DEM,911.0
Garrard,U.S. House,2,Hank Linderman,DEM,1258.0
Grayson,U.S. House,2,Hank Linderman,DEM,1713.0
Green,U.S. House,2,Hank Linderman,DEM,669.0
Hancock,U.S. House,2,Hank Linderman,DEM,1282.0
Hardin,U.S. House,2,Hank Linderman,DEM,11887.0
Hart,U.S. House,2,Hank Linderman,DEM,1745.0
Jessamine,U.S. House,2,Hank Linderman,DEM,1529.0
Larue,U.S. House,2,Hank Linderman,DEM,1178.0
Meade,U.S. House,2,Hank Linderman,DEM,3189.0
Mercer,U.S. House,2,Hank Linderman,DEM,2.4130000000000003
Nelson,U.S. House,2,Hank Linderman,DEM,5617.0
Spencer,U.S. House,2,Hank Linderman,DEM,540.0
Warren,U.S. House,2,Hank Linderman,DEM,13935.0
Washington,U.S. House,2,Hank Linderman,DEM,1411.0
Total Votes,U.S. House,2,Hank Linderman,DEM,79964.0
Barren,U.S. House,2,Thomas Loecken ,IND,300.0
Boyle,U.S. House,2,Thomas Loecken ,IND,223.0
Breckinridge,U.S. House,2,Thomas Loecken ,IND,149.0
Bullitt,U.S. House,2,Thomas Loecken ,IND,696.0
Butler,U.S. House,2,Thomas Loecken ,IND,70.0
Daviess,U.S. House,2,Thomas Loecken ,IND,797.0
Edmonson,U.S. House,2,Thomas Loecken ,IND,67.0
Garrard,U.S. House,2,Thomas Loecken ,IND,113.0
Grayson,U.S. House,2,Thomas Loecken ,IND,191.0
Green,U.S. House,2,Thomas Loecken ,IND,67.0
Hancock,U.S. House,2,Thomas Loecken ,IND,93.0
Hardin,U.S. House,2,Thomas Loecken ,IND,835.0
Hart,U.S. House,2,Thomas Loecken ,IND,172.0
Jessamine,U.S. House,2,Thomas Loecken ,IND,137.0
Larue,U.S. House,2,Thomas Loecken ,IND,104.0
Meade,U.S. House,2,Thomas Loecken ,IND,273.0
Mercer,U.S. House,2,Thomas Loecken ,IND,190.0
Nelson,U.S. House,2,Thomas Loecken ,IND,360.0
Spencer,U.S. House,2,Thomas Loecken ,IND,52.0
Warren,U.S. House,2,Thomas Loecken ,IND,687.0
Washington,U.S. House,2,Thomas Loecken ,IND,105.0
Total Votes,U.S. House,2,Thomas Loecken ,IND,5681.0
Jefferson,U.S. House,3, John A. Yarmuth,DEM,173002.0
Total Votes,U.S. House,3, John A. Yarmuth,DEM,173002.0
Jefferson,U.S. House,3,Gregory Boles ,LIB,3788.0
Total Votes,U.S. House,3,Gregory Boles ,LIB,3788.0
Jefferson,U.S. House,3,Vickie Yates Glisson,REP,101930.0
Total Votes,U.S. House,3,Vickie Yates Glisson,REP,101930.0
Boone,U.S. House,4, Thomas Massie,REP,27912.0
Boyd,U.S. House,4, Thomas Massie,REP,6824.0
Bracken,U.S. House,4, Thomas Massie,REP,1947.0
Campbell,U.S. House,4, Thomas Massie,REP,19605.0
Carroll,U.S. House,4, Thomas Massie,REP,1904.0
Gallatin,U.S. House,4, Thomas Massie,REP,1876.0
Grant,U.S. House,4, Thomas Massie,REP,5205.0
Greenup,U.S. House,4, Thomas Massie,REP,8101.0
Harrison,U.S. House,4, Thomas Massie,REP,2512.0
Henry,U.S. House,4, Thomas Massie,REP,3735.0
Jefferson,U.S. House,4, Thomas Massie,REP,7082.0
Kenton,U.S. House,4, Thomas Massie,REP,30878.0
Lewis,U.S. House,4, Thomas Massie,REP,2620.0
Mason,U.S. House,4, Thomas Massie,REP,3666.0
Oldham,U.S. House,4, Thomas Massie,REP,16495.0
Owen,U.S. House,4, Thomas Massie,REP,2784.0
Pendleton,U.S. House,4, Thomas Massie,REP,3242.0
Shelby,U.S. House,4, Thomas Massie,REP,10567.0
Spencer,U.S. House,4, Thomas Massie,REP,4133.0
Trimble,U.S. House,4, Thomas Massie,REP,1858.0
Total Votes,U.S. House,4, Thomas Massie,REP,162946.0
Boone,U.S. House,4,David Goodwin,Write-In,3.0
Boyd,U.S. House,4,David Goodwin,Write-In,0.0
Bracken,U.S. House,4,David Goodwin,Write-In,0.0
Campbell,U.S. House,4,David Goodwin,Write-In,5.0
Carroll,U.S. House,4,David Goodwin,Write-In,0.0
Gallatin,U.S. House,4,David Goodwin,Write-In,0.0
Grant,U.S. House,4,David Goodwin,Write-In,0.0
Greenup,U.S. House,4,David Goodwin,Write-In,0.0
Harrison,U.S. House,4,David Goodwin,Write-In,0.0
Henry,U.S. House,4,David Goodwin,Write-In,0.0
Jefferson,U.S. House,4,David Goodwin,Write-In,0.0
Kenton,U.S. House,4,David Goodwin,Write-In,3.0
Lewis,U.S. House,4,David Goodwin,Write-In,0.0
Mason,U.S. House,4,David Goodwin,Write-In,0.0
Oldham,U.S. House,4,David Goodwin,Write-In,1.0
Owen,U.S. House,4,David Goodwin,Write-In,0.0
Pendleton,U.S. House,4,David Goodwin,Write-In,0.0
Shelby,U.S. House,4,David Goodwin,Write-In,0.0
Spencer,U.S. House,4,David Goodwin,Write-In,0.0
Trimble,U.S. House,4,David Goodwin,Write-In,0.0
Total Votes,U.S. House,4,David Goodwin,Write-In,12.0
Boone,U.S. House,4,Mike Moffett ,IND,1437.0
Boyd,U.S. House,4,Mike Moffett ,IND,326.0
Bracken,U.S. House,4,Mike Moffett ,IND,81.0
Campbell,U.S. House,4,Mike Moffett ,IND,1195.0
Carroll,U.S. House,4,Mike Moffett ,IND,99.0
Gallatin,U.S. House,4,Mike Moffett ,IND,139.0
Grant,U.S. House,4,Mike Moffett ,IND,232.0
Greenup,U.S. House,4,Mike Moffett ,IND,308.0
Harrison,U.S. House,4,Mike Moffett ,IND,83.0
Henry,U.S. House,4,Mike Moffett ,IND,200.0
Jefferson,U.S. House,4,Mike Moffett ,IND,102.0
Kenton,U.S. House,4,Mike Moffett ,IND,2148.0
Lewis,U.S. House,4,Mike Moffett ,IND,75.0
Mason,U.S. House,4,Mike Moffett ,IND,91.0
Oldham,U.S. House,4,Mike Moffett ,IND,706.0
Owen,U.S. House,4,Mike Moffett ,IND,132.0
Pendleton,U.S. House,4,Mike Moffett ,IND,140.0
Shelby,U.S. House,4,Mike Moffett ,IND,571.0
Spencer,U.S. House,4,Mike Moffett ,IND,174.0
Trimble,U.S. House,4,Mike Moffett ,IND,79.0
Total Votes,U.S. House,4,Mike Moffett ,IND,8318.0
Boone,U.S. House,4,Seth Hall,DEM,12548.0
Boyd,U.S. House,4,Seth Hall,DEM,4746.0
Bracken,U.S. House,4,Seth Hall,DEM,790.0
Campbell,U.S. House,4,Seth Hall,DEM,13111.0
Carroll,U.S. House,4,Seth Hall,DEM,1350.0
Gallatin,U.S. House,4,Seth Hall,DEM,898.0
Grant,U.S. House,4,Seth Hall,DEM,1816.0
Greenup,U.S. House,4,Seth Hall,DEM,4468.0
Harrison,U.S. House,4,Seth Hall,DEM,1259.0
Henry,U.S. House,4,Seth Hall,DEM,2230.0
Jefferson,U.S. House,4,Seth Hall,DEM,4172.0
Kenton,U.S. House,4,Seth Hall,DEM,20196.0
Lewis,U.S. House,4,Seth Hall,DEM,516.0
Mason,U.S. House,4,Seth Hall,DEM,1779.0
Oldham,U.S. House,4,Seth Hall,DEM,9824.0
Owen,U.S. House,4,Seth Hall,DEM,1168.0
Pendleton,U.S. House,4,Seth Hall,DEM,1193.0
Shelby,U.S. House,4,Seth Hall,DEM,5982.0
Spencer,U.S. House,4,Seth Hall,DEM,1460.0
Trimble,U.S. House,4,Seth Hall,DEM,1030.0
Total Votes,U.S. House,4,Seth Hall,DEM,90536.0
Bell,U.S. House,5, Hal Rogers,REP,6155.0
Boyd,U.S. House,5, Hal Rogers,REP,2089.0
Breathitt,U.S. House,5, Hal Rogers,REP,3140.0
Carter,U.S. House,5, Hal Rogers,REP,5621.0
Clay,U.S. House,5, Hal Rogers,REP,4175.0
Elliott,U.S. House,5, Hal Rogers,REP,964.0
Floyd,U.S. House,5, Hal Rogers,REP,8763.0
Harlan,U.S. House,5, Hal Rogers,REP,6849.0
Jackson,U.S. House,5, Hal Rogers,REP,3579.0
Johnson,U.S. House,5, Hal Rogers,REP,6518.0
Knott,U.S. House,5, Hal Rogers,REP,3484.0
Knox,U.S. House,5, Hal Rogers,REP,7630.0
Laurel,U.S. House,5, Hal Rogers,REP,13811.0
Lawrence,U.S. House,5, Hal Rogers,REP,3903.0
Lee,U.S. House,5, Hal Rogers,REP,1935.0
Leslie,U.S. House,5, Hal Rogers,REP,3321.0
Letcher,U.S. House,5, Hal Rogers,REP,5917.0
Lincoln,U.S. House,5, Hal Rogers,REP,5919.0
Magoffin,U.S. House,5, Hal Rogers,REP,3859.0
Martin,U.S. House,5, Hal Rogers,REP,2836.0
McCreary,U.S. House,5, Hal Rogers,REP,4323.0
Morgan,U.S. House,5, Hal Rogers,REP,3077.0
Owsley,U.S. House,5, Hal Rogers,REP,1533.0
Perry,U.S. House,5, Hal Rogers,REP,7248.0
Pike,U.S. House,5, Hal Rogers,REP,14667.0
Pulaski,U.S. House,5, Hal Rogers,REP,18076.0
Rockcastle,U.S. House,5, Hal Rogers,REP,4688.0
Rowan,U.S. House,5, Hal Rogers,REP,4603.0
Wayne,U.S. House,5, Hal Rogers,REP,5381.0
Whitley,U.S. House,5, Hal Rogers,REP,8029.0
Total Votes,U.S. House,5, Hal Rogers,REP,172093.0
Bell,U.S. House,5,Billy Ray Wilson,Write-In,0.0
Boyd,U.S. House,5,Billy Ray Wilson,Write-In,0.0
Breathitt,U.S. House,5,Billy Ray Wilson,Write-In,0.0
Carter,U.S. House,5,Billy Ray Wilson,Write-In,1.0
Clay,U.S. House,5,Billy Ray Wilson,Write-In,1.0
Elliott,U.S. House,5,Billy Ray Wilson,Write-In,3.0
Floyd,U.S. House,5,Billy Ray Wilson,Write-In,1.0
Harlan,U.S. House,5,Billy Ray Wilson,Write-In,0.0
Jackson,U.S. House,5,Billy Ray Wilson,Write-In,0.0
Johnson,U.S. House,5,Billy Ray Wilson,Write-In,0.0
Knott,U.S. House,5,Billy Ray Wilson,Write-In,0.0
Knox,U.S. House,5,Billy Ray Wilson,Write-In,0.0
Laurel,U.S. House,5,Billy Ray Wilson,Write-In,3.0
Lawrence,U.S. House,5,Billy Ray Wilson,Write-In,0.0
Lee,U.S. House,5,Billy Ray Wilson,Write-In,0.0
Leslie,U.S. House,5,Billy Ray Wilson,Write-In,0.0
Letcher,U.S. House,5,Billy Ray Wilson,Write-In,2.0
Lincoln,U.S. House,5,Billy Ray Wilson,Write-In,2.0
Magoffin,U.S. House,5,Billy Ray Wilson,Write-In,0.0
Martin,U.S. House,5,Billy Ray Wilson,Write-In,0.0
McCreary,U.S. House,5,Billy Ray Wilson,Write-In,0.0
Morgan,U.S. House,5,Billy Ray Wilson,Write-In,0.0
Owsley,U.S. House,5,Billy Ray Wilson,Write-In,0.0
Perry,U.S. House,5,Billy Ray Wilson,Write-In,1.0
Pike,U.S. House,5,Billy Ray Wilson,Write-In,1.0
Pulaski,U.S. House,5,Billy Ray Wilson,Write-In,3.0
Rockcastle,U.S. House,5,Billy Ray Wilson,Write-In,1.0
Rowan,U.S. House,5,Billy Ray Wilson,Write-In,10.0
Wayne,U.S. House,5,Billy Ray Wilson,Write-In,0.0
Whitley,U.S. House,5,Billy Ray Wilson,Write-In,5.0
Total Votes,U.S. House,5,Billy Ray Wilson,Write-In,34.0
Bell,U.S. House,5,Kenneth Stepp,DEM,1320.0
Boyd,U.S. House,5,Kenneth Stepp,DEM,1042.0
Breathitt,U.S. House,5,Kenneth Stepp,DEM,1367.0
Carter,U.S. House,5,Kenneth Stepp,DEM,2787.0
Clay,U.S. House,5,Kenneth Stepp,DEM,796.0
Elliott,U.S. House,5,Kenneth Stepp,DEM,803.0
Floyd,U.S. House,5,Kenneth Stepp,DEM,3499.0
Harlan,U.S. House,5,Kenneth Stepp,DEM,1395.0
Jackson,U.S. House,5,Kenneth Stepp,DEM,372.0
Johnson,U.S. House,5,Kenneth Stepp,DEM,1261.0
Knott,U.S. House,5,Kenneth Stepp,DEM,1648.0
Knox,U.S. House,5,Kenneth Stepp,DEM,1445.0
Laurel,U.S. House,5,Kenneth Stepp,DEM,2598.0
Lawrence,U.S. House,5,Kenneth Stepp,DEM,1240.0
Lee,U.S. House,5,Kenneth Stepp,DEM,423.0
Leslie,U.S. House,5,Kenneth Stepp,DEM,384.0
Letcher,U.S. House,5,Kenneth Stepp,DEM,1749.0
Lincoln,U.S. House,5,Kenneth Stepp,DEM,1648.0
Magoffin,U.S. House,5,Kenneth Stepp,DEM,1422.0
Martin,U.S. House,5,Kenneth Stepp,DEM,401.0
McCreary,U.S. House,5,Kenneth Stepp,DEM,637.0
Morgan,U.S. House,5,Kenneth Stepp,DEM,1152.0
Owsley,U.S. House,5,Kenneth Stepp,DEM,288.0
Perry,U.S. House,5,Kenneth Stepp,DEM,2332.0
Pike,U.S. House,5,Kenneth Stepp,DEM,4328.0
Pulaski,U.S. House,5,Kenneth Stepp,DEM,3384.0
Rockcastle,U.S. House,5,Kenneth Stepp,DEM,666.0
Rowan,U.S. House,5,Kenneth Stepp,DEM,2837.0
Wayne,U.S. House,5,Kenneth Stepp,DEM,1232.0
Whitley,U.S. House,5,Kenneth Stepp,DEM,1434.0
Total Votes,U.S. House,5,Kenneth Stepp,DEM,45890.0
Anderson,U.S. House,6, Andy Barr,REP,6864.0
Bath,U.S. House,6, Andy Barr,REP,2768.0
Bourbon,U.S. House,6, Andy Barr,REP,4922.0
Clark,U.S. House,6, Andy Barr,REP,9119.0
Estill,U.S. House,6, Andy Barr,REP,3948.0
Fayette,U.S. House,6, Andy Barr,REP,47735.0
Fleming,U.S. House,6, Andy Barr,REP,3926.0
Franklin,U.S. House,6, Andy Barr,REP,9860.0
Harrison,U.S. House,6, Andy Barr,REP,1582.0
Jessamine,U.S. House,6, Andy Barr,REP,8876.0
Madison,U.S. House,6, Andy Barr,REP,20367.0
Menifee,U.S. House,6, Andy Barr,REP,1800.0
Montgomery,U.S. House,6, Andy Barr,REP,6484.0
Nicholas,U.S. House,6, Andy Barr,REP,1603.0
Powell,U.S. House,6, Andy Barr,REP,3179.0
Robertson,U.S. House,6, Andy Barr,REP,531.0
Scott,U.S. House,6, Andy Barr,REP,12522.0
Wolfe,U.S. House,6, Andy Barr,REP,1450.0
Woodford,U.S. House,6, Andy Barr,REP,6932.0
Total Votes,U.S. House,6, Andy Barr,REP,154468.0
Anderson,U.S. House,6,Amy McGrath,DEM,3386.0
Bath,U.S. House,6,Amy McGrath,DEM,1776.0
Bourbon,U.S. House,6,Amy McGrath,DEM,3123.0
Clark,U.S. House,6,Amy McGrath,DEM,5418.0
Estill,U.S. House,6,Amy McGrath,DEM,1471.0
Fayette,U.S. House,6,Amy McGrath,DEM,72536.0
Fleming,U.S. House,6,Amy McGrath,DEM,1638.0
Franklin,U.S. House,6,Amy McGrath,DEM,11702.0
Harrison,U.S. House,6,Amy McGrath,DEM,1001.0
Jessamine,U.S. House,6,Amy McGrath,DEM,5471.0
Madison,U.S. House,6,Amy McGrath,DEM,13523.0
Menifee,U.S. House,6,Amy McGrath,DEM,976.0
Montgomery,U.S. House,6,Amy McGrath,DEM,3662.0
Nicholas,U.S. House,6,Amy McGrath,DEM,924.0
Powell,U.S. House,6,Amy McGrath,DEM,1671.0
Robertson,U.S. House,6,Amy McGrath,DEM,296.0
Scott,U.S. House,6,Amy McGrath,DEM,9159.0
Wolfe,U.S. House,6,Amy McGrath,DEM,1125.0
Woodford,U.S. House,6,Amy McGrath,DEM,5878.0
Total Votes,U.S. House,6,Amy McGrath,DEM,144736.0
Anderson,U.S. House,6,Frank Harris ,LIB,65.0
Bath,U.S. House,6,Frank Harris ,LIB,32.0
Bourbon,U.S. House,6,Frank Harris ,LIB,71.0
Clark,U.S. House,6,Frank Harris ,LIB,112.0
Estill,U.S. House,6,Frank Harris ,LIB,35.0
Fayette,U.S. House,6,Frank Harris ,LIB,790.0
Fleming,U.S. House,6,Frank Harris ,LIB,31.0
Franklin,U.S. House,6,Frank Harris ,LIB,184.0
Harrison,U.S. House,6,Frank Harris ,LIB,30.0
Jessamine,U.S. House,6,Frank Harris ,LIB,112.0
Madison,U.S. House,6,Frank Harris ,LIB,259.0
Menifee,U.S. House,6,Frank Harris ,LIB,17.0
Montgomery,U.S. House,6,Frank Harris ,LIB,74.0
Nicholas,U.S. House,6,Frank Harris ,LIB,11.0
Powell,U.S. House,6,Frank Harris ,LIB,52.0
Robertson,U.S. House,6,Frank Harris ,LIB,4.0
Scott,U.S. House,6,Frank Harris ,LIB,171.0
Wolfe,U.S. House,6,Frank Harris ,LIB,22.0
Woodford,U.S. House,6,Frank Harris ,LIB,78.0
Total Votes,U.S. House,6,Frank Harris ,LIB,2150.0
Anderson,U.S. House,6,Rikka Wallin ,IND,33.0
Bath,U.S. House,6,Rikka Wallin ,IND,16.0
Bourbon,U.S. House,6,Rikka Wallin ,IND,26.0
Clark,U.S. House,6,Rikka Wallin ,IND,42.0
Estill,U.S. House,6,Rikka Wallin ,IND,12.0
Fayette,U.S. House,6,Rikka Wallin ,IND,400.0
Fleming,U.S. House,6,Rikka Wallin ,IND,12.0
Franklin,U.S. House,6,Rikka Wallin ,IND,114.0
Harrison,U.S. House,6,Rikka Wallin ,IND,14.0
Jessamine,U.S. House,6,Rikka Wallin ,IND,50.0
Madison,U.S. House,6,Rikka Wallin ,IND,102.0
Menifee,U.S. House,6,Rikka Wallin ,IND,14.0
Montgomery,U.S. House,6,Rikka Wallin ,IND,28.0
Nicholas,U.S. House,6,Rikka Wallin ,IND,11.0
Powell,U.S. House,6,Rikka Wallin ,IND,22.0
Robertson,U.S. House,6,Rikka Wallin ,IND,2.0
Scott,U.S. House,6,Rikka Wallin ,IND,85.0
Wolfe,U.S. House,6,Rikka Wallin ,IND,8.0
Woodford,U.S. House,6,Rikka Wallin ,IND,20.0
Total Votes,U.S. House,6,Rikka Wallin ,IND,1011.0
Anderson,U.S. House,6,James Germalic,IND,21.0
Bath,U.S. House,6,James Germalic,IND,12.0
Bourbon,U.S. House,6,James Germalic,IND,21.0
Clark,U.S. House,6,James Germalic,IND,25.0
Estill,U.S. House,6,James Germalic,IND,7.0
Fayette,U.S. House,6,James Germalic,IND,151.0
Fleming,U.S. House,6,James Germalic,IND,11.0
Franklin,U.S. House,6,James Germalic,IND,61.0
Harrison,U.S. House,6,James Germalic,IND,4.0
Jessamine,U.S. House,6,James Germalic,IND,32.0
Madison,U.S. House,6,James Germalic,IND,60.0
Menifee,U.S. House,6,James Germalic,IND,13.0
Montgomery,U.S. House,6,James Germalic,IND,34.0
Nicholas,U.S. House,6,James Germalic,IND,2.0
Powell,U.S. House,6,James Germalic,IND,16.0
Robertson,U.S. House,6,James Germalic,IND,1.0
Scott,U.S. House,6,James Germalic,IND,32.0
Wolfe,U.S. House,6,James Germalic,IND,6.0
Woodford,U.S. House,6,James Germalic,IND,14.0
Total Votes,U.S. House,6,James Germalic,IND,523.0
Ballard,State Senate,2,Julie Tennyson,REP,1246.0
Carlisle,State Senate,2,Julie Tennyson,REP,739.0
Marshall,State Senate,2,Julie Tennyson,REP,4904.0
McCracken,State Senate,2,Julie Tennyson,REP,9539.0
Total Votes,State Senate,2,Julie Tennyson,REP,16428.0
Ballard,State Senate,2, Danny Carroll,DEM,2208.0
Carlisle,State Senate,2, Danny Carroll,DEM,1559.0
Marshall,State Senate,2, Danny Carroll,DEM,9588.0
McCracken,State Senate,2, Danny Carroll,DEM,14897.0
Total Votes,State Senate,2, Danny Carroll,DEM,28252.0
Caldwell,State Senate,4,Dorsey Ridley,REP,2309.0
Crittenden,State Senate,4,Dorsey Ridley,REP,1219.0
Henderson,State Senate,4,Dorsey Ridley,REP,8718.0
Livingston,State Senate,4,Dorsey Ridley,REP,1595.0
Union,State Senate,4,Dorsey Ridley,REP,2661.0
Webster,State Senate,4,Dorsey Ridley,REP,2071.0
Total Votes,State Senate,4,Dorsey Ridley,REP,18573.0
Caldwell,State Senate,4, Robert Mills,DEM,2660.0
Crittenden,State Senate,4, Robert Mills,DEM,2144.0
Henderson,State Senate,4, Robert Mills,DEM,6586.0
Livingston,State Senate,4, Robert Mills,DEM,2216.0
Union,State Senate,4, Robert Mills,DEM,3028.0
Webster,State Senate,4, Robert Mills,DEM,2423.0
Total Votes,State Senate,4, Robert Mills,DEM,19057.0
Butler,State Senate,6,Crystal Chappell,REP,767.0
Hopkins,State Senate,6,Crystal Chappell,REP,5245.0
Muhlenberg,State Senate,6,Crystal Chappell,REP,5369.0
Ohio,State Senate,6,Crystal Chappell,REP,1836.0
Total Votes,State Senate,6,Crystal Chappell,REP,13217.0
Butler,State Senate,6, C.B. Embry Jr.,DEM,3973.0
Hopkins,State Senate,6, C.B. Embry Jr.,DEM,10887.0
Muhlenberg,State Senate,6, C.B. Embry Jr.,DEM,5952.0
Ohio,State Senate,6, C.B. Embry Jr.,DEM,6327.0
Total Votes,State Senate,6, C.B. Embry Jr.,DEM,27139.0
Daviess,State Senate,8,Bob Glenn,DEM,14808.0
Hancock,State Senate,8,Bob Glenn,DEM,1824.0
McLean,State Senate,8,Bob Glenn,DEM,1387.0
