county,office,district,party,candidate,votes
Franklin,AB,Ballots Cast,,,,1214
Franklin,A101,Ballots Cast,,,,732
Franklin,A102A,Ballots Cast,,,,432
Franklin,A103A,Ballots Cast,,,,341
Franklin,A104A,Ballots Cast,,,,385
Franklin,A105A,Ballots Cast,,,,381
Franklin,A106,Ballots Cast,,,,541
Franklin,A107A,Ballots Cast,,,,442
Franklin,A108,Ballots Cast,,,,540
Franklin,B101,Ballots Cast,,,,715
Franklin,B102,Ballots Cast,,,,678
Franklin,B103A,Ballots Cast,,,,359
Franklin,B105A,Ballots Cast,,,,365
Franklin,B106,Ballots Cast,,,,1395
Franklin,B108A,Ballots Cast,,,,505
Franklin,B109A,Ballots Cast,,,,175
Franklin,C101A,Ballots Cast,,,,267
Franklin,C102A,Ballots Cast,,,,307
Franklin,C105A,Ballots Cast,,,,307
Franklin,C106A,Ballots Cast,,,,355
Franklin,C107A,Ballots Cast,,,,769
Franklin,C108,Ballots Cast,,,,539
Franklin,C109A,Ballots Cast,,,,600
Franklin,C110A,Ballots Cast,,,,410
Franklin,D101,Ballots Cast,,,,391
Franklin,D102,Ballots Cast,,,,589
Franklin,D103,Ballots Cast,,,,279
Franklin,D104,Ballots Cast,,,,363
Franklin,D105A,Ballots Cast,,,,220
Franklin,D106A,Ballots Cast,,,,187
Franklin,D107A,Ballots Cast,,,,270
Franklin,D108A,Ballots Cast,,,,267
Franklin,D109A,Ballots Cast,,,,251
Franklin,E101,Ballots Cast,,,,818
Franklin,E102,Ballots Cast,,,,1183
Franklin,E108A,Ballots Cast,,,,539
Franklin,E109A,Ballots Cast,,,,499
Franklin,E110A,Ballots Cast,,,,413
Franklin,F101,Ballots Cast,,,,376
Franklin,F102A,Ballots Cast,,,,244
Franklin,F103,Ballots Cast,,,,461
Franklin,F104A,Ballots Cast,,,,538
Franklin,F105A,Ballots Cast,,,,383
Franklin,F106,Ballots Cast,,,,425
Franklin,F108,Ballots Cast,,,,683
Franklin,AB,U.S. House,,REP,Andy BARR,475
Franklin,AB,U.S. House,,DEM,Amy McGRATH,721
Franklin,AB,U.S. House,,LIB,Frank HARRIS,3
Franklin,AB,U.S. House,,IND,Rikka L. WALLIN,2
Franklin,AB,U.S. House,,IND,James GERMALIC,2
Franklin,A101,U.S. House,,REP,Andy BARR,336
Franklin,A101,U.S. House,,DEM,Amy McGRATH,382
Franklin,A101,U.S. House,,LIB,Frank HARRIS,7
Franklin,A101,U.S. House,,IND,Rikka L. WALLIN,3
Franklin,A101,U.S. House,,IND,James GERMALIC,1
Franklin,A102A,U.S. House,,REP,Andy BARR,177
Franklin,A102A,U.S. House,,DEM,Amy McGRATH,251
Franklin,A102A,U.S. House,,LIB,Frank HARRIS,1
Franklin,A102A,U.S. House,,IND,Rikka L. WALLIN,0
Franklin,A102A,U.S. House,,IND,James GERMALIC,1
Franklin,A103A,U.S. House,,REP,Andy BARR,53
Franklin,A103A,U.S. House,,DEM,Amy McGRATH,276
Franklin,A103A,U.S. House,,LIB,Frank HARRIS,5
Franklin,A103A,U.S. House,,IND,Rikka L. WALLIN,4
Franklin,A103A,U.S. House,,IND,James GERMALIC,1
Franklin,A104A,U.S. House,,REP,Andy BARR,131
Franklin,A104A,U.S. House,,DEM,Amy McGRATH,242
Franklin,A104A,U.S. House,,LIB,Frank HARRIS,3
Franklin,A104A,U.S. House,,IND,Rikka L. WALLIN,3
Franklin,A104A,U.S. House,,IND,James GERMALIC,1
Franklin,A105A,U.S. House,,REP,Andy BARR,77
Franklin,A105A,U.S. House,,DEM,Amy McGRATH,294
Franklin,A105A,U.S. House,,LIB,Frank HARRIS,2
Franklin,A105A,U.S. House,,IND,Rikka L. WALLIN,1
Franklin,A105A,U.S. House,,IND,James GERMALIC,2
Franklin,A106,U.S. House,,REP,Andy BARR,342
Franklin,A106,U.S. House,,DEM,Amy McGRATH,181
Franklin,A106,U.S. House,,LIB,Frank HARRIS,12
Franklin,A106,U.S. House,,IND,Rikka L. WALLIN,0
Franklin,A106,U.S. House,,IND,James GERMALIC,3
Franklin,A107A,U.S. House,,REP,Andy BARR,100
Franklin,A107A,U.S. House,,DEM,Amy McGRATH,336
Franklin,A107A,U.S. House,,LIB,Frank HARRIS,1
Franklin,A107A,U.S. House,,IND,Rikka L. WALLIN,1
Franklin,A107A,U.S. House,,IND,James GERMALIC,1
Franklin,A108,U.S. House,,REP,Andy BARR,291
Franklin,A108,U.S. House,,DEM,Amy McGRATH,239
Franklin,A108,U.S. House,,LIB,Frank HARRIS,1
Franklin,A108,U.S. House,,IND,Rikka L. WALLIN,3
Franklin,A108,U.S. House,,IND,James GERMALIC,1
Franklin,B101,U.S. House,,REP,Andy BARR,333
Franklin,B101,U.S. House,,DEM,Amy McGRATH,375
Franklin,B101,U.S. House,,LIB,Frank HARRIS,3
Franklin,B101,U.S. House,,IND,Rikka L. WALLIN,0
Franklin,B101,U.S. House,,IND,James GERMALIC,0
Franklin,B102,U.S. House,,REP,Andy BARR,297
Franklin,B102,U.S. House,,DEM,Amy McGRATH,368
Franklin,B102,U.S. House,,LIB,Frank HARRIS,3
Franklin,B102,U.S. House,,IND,Rikka L. WALLIN,4
Franklin,B102,U.S. House,,IND,James GERMALIC,1
Franklin,B103A,U.S. House,,REP,Andy BARR,155
Franklin,B103A,U.S. House,,DEM,Amy McGRATH,189
Franklin,B103A,U.S. House,,LIB,Frank HARRIS,7
Franklin,B103A,U.S. House,,IND,Rikka L. WALLIN,3
Franklin,B103A,U.S. House,,IND,James GERMALIC,2
Franklin,B105A,U.S. House,,REP,Andy BARR,184
Franklin,B105A,U.S. House,,DEM,Amy McGRATH,165
Franklin,B105A,U.S. House,,LIB,Frank HARRIS,7
Franklin,B105A,U.S. House,,IND,Rikka L. WALLIN,3
Franklin,B105A,U.S. House,,IND,James GERMALIC,1
Franklin,B106,U.S. House,,REP,Andy BARR,674
Franklin,B106,U.S. House,,DEM,Amy McGRATH,698
Franklin,B106,U.S. House,,LIB,Frank HARRIS,8
Franklin,B106,U.S. House,,IND,Rikka L. WALLIN,5
Franklin,B106,U.S. House,,IND,James GERMALIC,1
Franklin,B108A,U.S. House,,REP,Andy BARR,232
Franklin,B108A,U.S. House,,DEM,Amy McGRATH,256
Franklin,B108A,U.S. House,,LIB,Frank HARRIS,5
Franklin,B108A,U.S. House,,IND,Rikka L. WALLIN,3
Franklin,B108A,U.S. House,,IND,James GERMALIC,3
Franklin,B109A,U.S. House,,REP,Andy BARR,75
Franklin,B109A,U.S. House,,DEM,Amy McGRATH,96
Franklin,B109A,U.S. House,,LIB,Frank HARRIS,0
Franklin,B109A,U.S. House,,IND,Rikka L. WALLIN,0
Franklin,B109A,U.S. House,,IND,James GERMALIC,1
Franklin,C101A,U.S. House,,REP,Andy BARR,122
Franklin,C101A,U.S. House,,DEM,Amy McGRATH,138
Franklin,C101A,U.S. House,,LIB,Frank HARRIS,2
Franklin,C101A,U.S. House,,IND,Rikka L. WALLIN,3
Franklin,C101A,U.S. House,,IND,James GERMALIC,1
Franklin,C102A,U.S. House,,REP,Andy BARR,84
Franklin,C102A,U.S. House,,DEM,Amy McGRATH,218
Franklin,C102A,U.S. House,,LIB,Frank HARRIS,0
Franklin,C102A,U.S. House,,IND,Rikka L. WALLIN,2
Franklin,C102A,U.S. House,,IND,James GERMALIC,0
Franklin,C105A,U.S. House,,REP,Andy BARR,130
Franklin,C105A,U.S. House,,DEM,Amy McGRATH,170
Franklin,C105A,U.S. House,,LIB,Frank HARRIS,4
Franklin,C105A,U.S. House,,IND,Rikka L. WALLIN,1
Franklin,C105A,U.S. House,,IND,James GERMALIC,0
Franklin,C106A,U.S. House,,REP,Andy BARR,158
Franklin,C106A,U.S. House,,DEM,Amy McGRATH,188
Franklin,C106A,U.S. House,,LIB,Frank HARRIS,1
Franklin,C106A,U.S. House,,IND,Rikka L. WALLIN,2
Franklin,C106A,U.S. House,,IND,James GERMALIC,2
Franklin,C107A,U.S. House,,REP,Andy BARR,314
Franklin,C107A,U.S. House,,DEM,Amy McGRATH,440
Franklin,C107A,U.S. House,,LIB,Frank HARRIS,9
Franklin,C107A,U.S. House,,IND,Rikka L. WALLIN,3
Franklin,C107A,U.S. House,,IND,James GERMALIC,1
Franklin,C108,U.S. House,,REP,Andy BARR,284
Franklin,C108,U.S. House,,DEM,Amy McGRATH,247
Franklin,C108,U.S. House,,LIB,Frank HARRIS,3
Franklin,C108,U.S. House,,IND,Rikka L. WALLIN,1
Franklin,C108,U.S. House,,IND,James GERMALIC,0
Franklin,C109A,U.S. House,,REP,Andy BARR,224
Franklin,C109A,U.S. House,,DEM,Amy McGRATH,368
Franklin,C109A,U.S. House,,LIB,Frank HARRIS,2
Franklin,C109A,U.S. House,,IND,Rikka L. WALLIN,1
Franklin,C109A,U.S. House,,IND,James GERMALIC,0
Franklin,C110A,U.S. House,,REP,Andy BARR,173
Franklin,C110A,U.S. House,,DEM,Amy McGRATH,223
Franklin,C110A,U.S. House,,LIB,Frank HARRIS,4
Franklin,C110A,U.S. House,,IND,Rikka L. WALLIN,3
Franklin,C110A,U.S. House,,IND,James GERMALIC,1
Franklin,D101,U.S. House,,REP,Andy BARR,213
Franklin,D101,U.S. House,,DEM,Amy McGRATH,164
Franklin,D101,U.S. House,,LIB,Frank HARRIS,5
Franklin,D101,U.S. House,,IND,Rikka L. WALLIN,3
Franklin,D101,U.S. House,,IND,James GERMALIC,0
Franklin,D102,U.S. House,,REP,Andy BARR,345
Franklin,D102,U.S. House,,DEM,Amy McGRATH,221
Franklin,D102,U.S. House,,LIB,Frank HARRIS,7
Franklin,D102,U.S. House,,IND,Rikka L. WALLIN,4
Franklin,D102,U.S. House,,IND,James GERMALIC,2
Franklin,D103,U.S. House,,REP,Andy BARR,164
Franklin,D103,U.S. House,,DEM,Amy McGRATH,106
Franklin,D103,U.S. House,,LIB,Frank HARRIS,2
Franklin,D103,U.S. House,,IND,Rikka L. WALLIN,2
Franklin,D103,U.S. House,,IND,James GERMALIC,2
Franklin,D104,U.S. House,,REP,Andy BARR,204
Franklin,D104,U.S. House,,DEM,Amy McGRATH,148
Franklin,D104,U.S. House,,LIB,Frank HARRIS,3
Franklin,D104,U.S. House,,IND,Rikka L. WALLIN,1
Franklin,D104,U.S. House,,IND,James GERMALIC,2
Franklin,D105A,U.S. House,,REP,Andy BARR,92
Franklin,D105A,U.S. House,,DEM,Amy McGRATH,114
Franklin,D105A,U.S. House,,LIB,Frank HARRIS,2
Franklin,D105A,U.S. House,,IND,Rikka L. WALLIN,4
Franklin,D105A,U.S. House,,IND,James GERMALIC,2
Franklin,D106A,U.S. House,,REP,Andy BARR,65
Franklin,D106A,U.S. House,,DEM,Amy McGRATH,114
Franklin,D106A,U.S. House,,LIB,Frank HARRIS,0
Franklin,D106A,U.S. House,,IND,Rikka L. WALLIN,3
Franklin,D106A,U.S. House,,IND,James GERMALIC,2
Franklin,D107A,U.S. House,,REP,Andy BARR,94
Franklin,D107A,U.S. House,,DEM,Amy McGRATH,172
Franklin,D107A,U.S. House,,LIB,Frank HARRIS,2
Franklin,D107A,U.S. House,,IND,Rikka L. WALLIN,0
Franklin,D107A,U.S. House,,IND,James GERMALIC,1
Franklin,D108A,U.S. House,,REP,Andy BARR,120
Franklin,D108A,U.S. House,,DEM,Amy McGRATH,136
Franklin,D108A,U.S. House,,LIB,Frank HARRIS,2
Franklin,D108A,U.S. House,,IND,Rikka L. WALLIN,2
Franklin,D108A,U.S. House,,IND,James GERMALIC,1
Franklin,D109A,U.S. House,,REP,Andy BARR,93
Franklin,D109A,U.S. House,,DEM,Amy McGRATH,149
Franklin,D109A,U.S. House,,LIB,Frank HARRIS,2
Franklin,D109A,U.S. House,,IND,Rikka L. WALLIN,3
Franklin,D109A,U.S. House,,IND,James GERMALIC,0
Franklin,E101,U.S. House,,REP,Andy BARR,382
Franklin,E101,U.S. House,,DEM,Amy McGRATH,421
Franklin,E101,U.S. House,,LIB,Frank HARRIS,8
Franklin,E101,U.S. House,,IND,Rikka L. WALLIN,1
Franklin,E101,U.S. House,,IND,James GERMALIC,2
Franklin,E102,U.S. House,,REP,Andy BARR,578
Franklin,E102,U.S. House,,DEM,Amy McGRATH,578
Franklin,E102,U.S. House,,LIB,Frank HARRIS,5
Franklin,E102,U.S. House,,IND,Rikka L. WALLIN,7
Franklin,E102,U.S. House,,IND,James GERMALIC,3
Franklin,E108A,U.S. House,,REP,Andy BARR,244
Franklin,E108A,U.S. House,,DEM,Amy McGRATH,276
Franklin,E108A,U.S. House,,LIB,Frank HARRIS,5
Franklin,E108A,U.S. House,,IND,Rikka L. WALLIN,7
Franklin,E108A,U.S. House,,IND,James GERMALIC,3
Franklin,E109A,U.S. House,,REP,Andy BARR,206
Franklin,E109A,U.S. House,,DEM,Amy McGRATH,276
Franklin,E109A,U.S. House,,LIB,Frank HARRIS,5
Franklin,E109A,U.S. House,,IND,Rikka L. WALLIN,2
Franklin,E109A,U.S. House,,IND,James GERMALIC,0
Franklin,E110A,U.S. House,,REP,Andy BARR,159
Franklin,E110A,U.S. House,,DEM,Amy McGRATH,235
Franklin,E110A,U.S. House,,LIB,Frank HARRIS,4
Franklin,E110A,U.S. House,,IND,Rikka L. WALLIN,4
Franklin,E110A,U.S. House,,IND,James GERMALIC,3
Franklin,F101,U.S. House,,REP,Andy BARR,225
Franklin,F101,U.S. House,,DEM,Amy McGRATH,137
Franklin,F101,U.S. House,,LIB,Frank HARRIS,5
Franklin,F101,U.S. House,,IND,Rikka L. WALLIN,3
Franklin,F101,U.S. House,,IND,James GERMALIC,1
Franklin,F102A,U.S. House,,REP,Andy BARR,41
Franklin,F102A,U.S. House,,DEM,Amy McGRATH,200
Franklin,F102A,U.S. House,,LIB,Frank HARRIS,1
Franklin,F102A,U.S. House,,IND,Rikka L. WALLIN,1
Franklin,F102A,U.S. House,,IND,James GERMALIC,0
Franklin,F103,U.S. House,,REP,Andy BARR,285
Franklin,F103,U.S. House,,DEM,Amy McGRATH,163
Franklin,F103,U.S. House,,LIB,Frank HARRIS,6
Franklin,F103,U.S. House,,IND,Rikka L. WALLIN,3
Franklin,F103,U.S. House,,IND,James GERMALIC,1
Franklin,F104A,U.S. House,,REP,Andy BARR,217
Franklin,F104A,U.S. House,,DEM,Amy McGRATH,299
Franklin,F104A,U.S. House,,LIB,Frank HARRIS,11
Franklin,F104A,U.S. House,,IND,Rikka L. WALLIN,4
Franklin,F104A,U.S. House,,IND,James GERMALIC,3
Franklin,F105A,U.S. House,,REP,Andy BARR,105
Franklin,F105A,U.S. House,,DEM,Amy McGRATH,266
Franklin,F105A,U.S. House,,LIB,Frank HARRIS,2
Franklin,F105A,U.S. House,,IND,Rikka L. WALLIN,3
Franklin,F105A,U.S. House,,IND,James GERMALIC,2
Franklin,F106,U.S. House,,REP,Andy BARR,233
Franklin,F106,U.S. House,,DEM,Amy McGRATH,181
Franklin,F106,U.S. House,,LIB,Frank HARRIS,4
Franklin,F106,U.S. House,,IND,Rikka L. WALLIN,1
Franklin,F106,U.S. House,,IND,James GERMALIC,1
Franklin,F108,U.S. House,,REP,Andy BARR,374
Franklin,F108,U.S. House,,DEM,Amy McGRATH,285
Franklin,F108,U.S. House,,LIB,Frank HARRIS,10
Franklin,F108,U.S. House,,IND,Rikka L. WALLIN,5
Franklin,F108,U.S. House,,IND,James GERMALIC,3
Franklin,AB,State Representative 56,,REP,Daniel A. FISTER,92
Franklin,AB,State Representative 56,,DEM,Joe GRAVISS,151
Franklin,B101,State Representative 56,,REP,Daniel A. FISTER,264
Franklin,B101,State Representative 56,,DEM,Joe GRAVISS,441
Franklin,B102,State Representative 56,,REP,Daniel A. FISTER,225
Franklin,B102,State Representative 56,,DEM,Joe GRAVISS,429
Franklin,B106,State Representative 56,,REP,Daniel A. FISTER,574
Franklin,B106,State Representative 56,,DEM,Joe GRAVISS,787
Franklin,C108,State Representative 56,,REP,Daniel A. FISTER,236
Franklin,C108,State Representative 56,,DEM,Joe GRAVISS,286
Franklin,AB,State Representative 57,,REP,Calen R. STUDLER,280
Franklin,AB,State Representative 57,,DEM,Derrick W. GRAHAM,667
Franklin,A101,State Representative 57,,REP,Calen R. STUDLER,256
Franklin,A101,State Representative 57,,DEM,Derrick W. GRAHAM,449
Franklin,A102A,State Representative 57,,REP,Calen R. STUDLER,131
Franklin,A102A,State Representative 57,,DEM,Derrick W. GRAHAM,296
Franklin,A103A,State Representative 57,,REP,Calen R. STUDLER,49
Franklin,A103A,State Representative 57,,DEM,Derrick W. GRAHAM,287
Franklin,A104A,State Representative 57,,REP,Calen R. STUDLER,105
Franklin,A104A,State Representative 57,,DEM,Derrick W. GRAHAM,270
Franklin,A105A,State Representative 57,,REP,Calen R. STUDLER,70
Franklin,A105A,State Representative 57,,DEM,Derrick W. GRAHAM,301
Franklin,A106,State Representative 57,,REP,Calen R. STUDLER,279
Franklin,A106,State Representative 57,,DEM,Derrick W. GRAHAM,251
Franklin,A107A,State Representative 57,,REP,Calen R. STUDLER,86
Franklin,A107A,State Representative 57,,DEM,Derrick W. GRAHAM,347
Franklin,A108,State Representative 57,,REP,Calen R. STUDLER,236
Franklin,A108,State Representative 57,,DEM,Derrick W. GRAHAM,291
Franklin,B103A,State Representative 57,,REP,Calen R. STUDLER,124
Franklin,B103A,State Representative 57,,DEM,Derrick W. GRAHAM,231
Franklin,B105A,State Representative 57,,REP,Calen R. STUDLER,144
Franklin,B105A,State Representative 57,,DEM,Derrick W. GRAHAM,212
Franklin,B108A,State Representative 57,,REP,Calen R. STUDLER,185
Franklin,B108A,State Representative 57,,DEM,Derrick W. GRAHAM,300
Franklin,B109A,State Representative 57,,REP,Calen R. STUDLER,62
Franklin,B109A,State Representative 57,,DEM,Derrick W. GRAHAM,108
Franklin,C101A,State Representative 57,,REP,Calen R. STUDLER,94
Franklin,C101A,State Representative 57,,DEM,Derrick W. GRAHAM,166
Franklin,C102A,State Representative 57,,REP,Calen R. STUDLER,81
Franklin,C102A,State Representative 57,,DEM,Derrick W. GRAHAM,217
Franklin,C105A,State Representative 57,,REP,Calen R. STUDLER,84
Franklin,C105A,State Representative 57,,DEM,Derrick W. GRAHAM,213
Franklin,C106A,State Representative 57,,REP,Calen R. STUDLER,113
Franklin,C106A,State Representative 57,,DEM,Derrick W. GRAHAM,231
Franklin,C107A,State Representative 57,,REP,Calen R. STUDLER,260
Franklin,C107A,State Representative 57,,DEM,Derrick W. GRAHAM,497
Franklin,C109A,State Representative 57,,REP,Calen R. STUDLER,172
Franklin,C109A,State Representative 57,,DEM,Derrick W. GRAHAM,418
Franklin,C110A,State Representative 57,,REP,Calen R. STUDLER,133
Franklin,C110A,State Representative 57,,DEM,Derrick W. GRAHAM,268
Franklin,D101,State Representative 57,,REP,Calen R. STUDLER,167
Franklin,D101,State Representative 57,,DEM,Derrick W. GRAHAM,217
Franklin,D102,State Representative 57,,REP,Calen R. STUDLER,221
Franklin,D102,State Representative 57,,DEM,Derrick W. GRAHAM,346
Franklin,D103,State Representative 57,,REP,Calen R. STUDLER,130
Franklin,D103,State Representative 57,,DEM,Derrick W. GRAHAM,138
Franklin,D104,State Representative 57,,REP,Calen R. STUDLER,141
Franklin,D104,State Representative 57,,DEM,Derrick W. GRAHAM,213
Franklin,D105A,State Representative 57,,REP,Calen R. STUDLER,78
Franklin,D105A,State Representative 57,,DEM,Derrick W. GRAHAM,138
Franklin,D106A,State Representative 57,,REP,Calen R. STUDLER,44
Franklin,D106A,State Representative 57,,DEM,Derrick W. GRAHAM,136
Franklin,D107A,State Representative 57,,REP,Calen R. STUDLER,75
Franklin,D107A,State Representative 57,,DEM,Derrick W. GRAHAM,192
Franklin,D108A,State Representative 57,,REP,Calen R. STUDLER,94
Franklin,D108A,State Representative 57,,DEM,Derrick W. GRAHAM,166
Franklin,D109A,State Representative 57,,REP,Calen R. STUDLER,75
Franklin,D109A,State Representative 57,,DEM,Derrick W. GRAHAM,168
Franklin,E101,State Representative 57,,REP,Calen R. STUDLER,296
Franklin,E101,State Representative 57,,DEM,Derrick W. GRAHAM,499
Franklin,E102,State Representative 57,,REP,Calen R. STUDLER,488
Franklin,E102,State Representative 57,,DEM,Derrick W. GRAHAM,671
Franklin,E108A,State Representative 57,,REP,Calen R. STUDLER,207
Franklin,E108A,State Representative 57,,DEM,Derrick W. GRAHAM,318
Franklin,E109A,State Representative 57,,REP,Calen R. STUDLER,158
Franklin,E109A,State Representative 57,,DEM,Derrick W. GRAHAM,334
Franklin,E110A,State Representative 57,,REP,Calen R. STUDLER,122
Franklin,E110A,State Representative 57,,DEM,Derrick W. GRAHAM,277
Franklin,F101,State Representative 57,,REP,Calen R. STUDLER,189
Franklin,F101,State Representative 57,,DEM,Derrick W. GRAHAM,169
Franklin,F102A,State Representative 57,,REP,Calen R. STUDLER,30
Franklin,F102A,State Representative 57,,DEM,Derrick W. GRAHAM,208
Franklin,F103,State Representative 57,,REP,Calen R. STUDLER,197
Franklin,F103,State Representative 57,,DEM,Derrick W. GRAHAM,250
Franklin,F104A,State Representative 57,,REP,Calen R. STUDLER,172
Franklin,F104A,State Representative 57,,DEM,Derrick W. GRAHAM,355
Franklin,F105A,State Representative 57,,REP,Calen R. STUDLER,89
Franklin,F105A,State Representative 57,,DEM,Derrick W. GRAHAM,285
Franklin,F106,State Representative 57,,REP,Calen R. STUDLER,164
Franklin,F106,State Representative 57,,DEM,Derrick W. GRAHAM,256
Franklin,F108,State Representative 57,,REP,Calen R. STUDLER,293
Franklin,F108,State Representative 57,,DEM,Derrick W. GRAHAM,370
